# Yang et al. 2016, ApJ, 829, 33; selection function (their Fig 5) provided by Jinyi Yang
# corrected to cosmology H_0=70km/s/Mpc, Omega_M=0.3, Omega_Lambda=0.7
# color selection function (Fig 5) corrected for image selection incompleteness (factor 0.97) and spectroscopic incompleteness (0.84 at zmag>19)
# listed below are total completeness values
# Tile dz and dmag set using tiling.py with z_tolerance = 0.0100 and mag_tolerance = 0.0010; see unique values at end of file.
# Tile sizes are non-uniform only a low redshift due to host-galaxy correction.
# counter   z   M1450   p   dz   dmag 
  366  4.725  -28.88  0.73349  0.0500  0.100
  367  4.725  -28.78  0.76844  0.0500  0.100
  368  4.725  -28.68  0.78702  0.0500  0.100
  369  4.725  -28.58  0.74821  0.0500  0.100
  370  4.725  -28.48  0.70857  0.0500  0.100
  371  4.725  -28.38  0.74222  0.0500  0.100
  372  4.725  -28.28  0.73206  0.0500  0.100
  373  4.725  -28.18  0.73643  0.0500  0.100
  374  4.725  -28.08  0.72326  0.0500  0.100
  375  4.725  -27.98  0.71102  0.0500  0.100
  376  4.725  -27.88  0.67549  0.0500  0.100
  377  4.725  -27.78  0.69310  0.0500  0.100
  378  4.725  -27.68  0.68342  0.0500  0.100
  379  4.725  -27.58  0.67883  0.0500  0.100
  380  4.725  -27.48  0.68537  0.0500  0.100
  381  4.725  -27.38  0.67854  0.0500  0.100
  382  4.725  -27.28  0.68163  0.0500  0.100
  383  4.725  -27.18  0.66825  0.0500  0.100
  384  4.725  -27.08  0.66983  0.0500  0.100
  385  4.725  -26.98  0.55549  0.0500  0.100
  386  4.725  -26.88  0.42702  0.0500  0.100
  387  4.725  -26.78  0.50494  0.0500  0.100
  388  4.725  -26.68  0.41115  0.0500  0.100
  389  4.725  -26.58  0.35379  0.0500  0.100
  390  4.725  -26.48  0.31296  0.0500  0.100
  391  4.725  -26.38  0.07361  0.0500  0.100
  392  4.725  -26.28  0.00298  0.0500  0.100
  393  4.725  -26.18  0.00000  0.0500  0.100
  394  4.725  -26.08  0.00000  0.0500  0.100
  395  4.725  -25.98  0.00000  0.0500  0.100
  396  4.725  -25.88  0.00000  0.0500  0.100
  397  4.725  -25.78  0.00000  0.0500  0.100
  398  4.725  -25.68  0.00000  0.0500  0.100
  399  4.725  -25.58  0.00000  0.0500  0.100
  400  4.725  -25.48  0.00000  0.0500  0.100
  401  4.725  -25.38  0.00000  0.0500  0.100
  402  4.725  -25.28  0.00000  0.0500  0.100
  403  4.725  -25.18  0.00000  0.0500  0.100
  404  4.725  -25.08  0.00000  0.0500  0.100
  405  4.725  -24.98  0.00000  0.0500  0.100
  406  4.775  -29.38  0.82038  0.0500  0.100
  407  4.775  -29.28  0.82074  0.0500  0.100
  408  4.775  -29.18  0.83929  0.0500  0.100
  409  4.775  -29.08  0.84871  0.0500  0.100
  410  4.775  -28.98  0.84097  0.0500  0.100
  411  4.775  -28.88  0.86890  0.0500  0.100
  412  4.775  -28.78  0.81348  0.0500  0.100
  413  4.775  -28.68  0.80122  0.0500  0.100
  414  4.775  -28.58  0.83740  0.0500  0.100
  415  4.775  -28.48  0.82560  0.0500  0.100
  416  4.775  -28.38  0.84437  0.0500  0.100
  417  4.775  -28.28  0.85049  0.0500  0.100
  418  4.775  -28.18  0.84980  0.0500  0.100
  419  4.775  -28.08  0.89774  0.0500  0.100
  420  4.775  -27.98  0.88553  0.0500  0.100
  421  4.775  -27.88  0.78699  0.0500  0.100
  422  4.775  -27.78  0.80308  0.0500  0.100
  423  4.775  -27.68  0.83909  0.0500  0.100
  424  4.775  -27.58  0.76977  0.0500  0.100
  425  4.775  -27.48  0.73868  0.0500  0.100
  426  4.775  -27.38  0.77507  0.0500  0.100
  427  4.775  -27.28  0.78063  0.0500  0.100
  428  4.775  -27.18  0.75045  0.0500  0.100
  429  4.775  -27.08  0.74300  0.0500  0.100
  430  4.775  -26.98  0.50729  0.0500  0.100
  431  4.775  -26.88  0.62532  0.0500  0.100
  432  4.775  -26.78  0.45105  0.0500  0.100
  433  4.775  -26.68  0.41643  0.0500  0.100
  434  4.775  -26.58  0.43929  0.0500  0.100
  435  4.775  -26.48  0.21048  0.0500  0.100
  436  4.775  -26.38  0.06880  0.0500  0.100
  437  4.775  -26.28  0.00282  0.0500  0.100
  438  4.775  -26.18  0.00000  0.0500  0.100
  439  4.775  -26.08  0.00000  0.0500  0.100
  440  4.775  -25.98  0.00000  0.0500  0.100
  441  4.775  -25.88  0.00000  0.0500  0.100
  442  4.775  -25.78  0.00000  0.0500  0.100
  443  4.775  -25.68  0.00000  0.0500  0.100
  444  4.775  -25.58  0.00000  0.0500  0.100
  445  4.775  -25.48  0.00000  0.0500  0.100
  446  4.775  -25.38  0.00000  0.0500  0.100
  447  4.775  -25.28  0.00000  0.0500  0.100
  448  4.775  -25.18  0.00000  0.0500  0.100
  449  4.775  -25.08  0.00000  0.0500  0.100
  450  4.775  -24.98  0.00000  0.0500  0.100
  451  4.825  -29.38  0.89198  0.0500  0.100
  452  4.825  -29.28  0.85617  0.0500  0.100
  453  4.825  -29.18  0.92717  0.0500  0.100
  454  4.825  -29.08  0.91496  0.0500  0.100
  455  4.825  -28.98  0.86440  0.0500  0.100
  456  4.825  -28.88  0.91685  0.0500  0.100
  457  4.825  -28.78  0.82911  0.0500  0.100
  458  4.825  -28.68  0.88491  0.0500  0.100
  459  4.825  -28.58  0.86211  0.0500  0.100
  460  4.825  -28.48  0.90893  0.0500  0.100
  461  4.825  -28.38  0.90609  0.0500  0.100
  462  4.825  -28.28  0.83115  0.0500  0.100
  463  4.825  -28.18  0.82714  0.0500  0.100
  464  4.825  -28.08  0.88148  0.0500  0.100
  465  4.825  -27.98  0.88001  0.0500  0.100
  466  4.825  -27.88  0.88045  0.0500  0.100
  467  4.825  -27.78  0.86366  0.0500  0.100
  468  4.825  -27.68  0.85897  0.0500  0.100
  469  4.825  -27.58  0.87818  0.0500  0.100
  470  4.825  -27.48  0.82831  0.0500  0.100
  471  4.825  -27.38  0.83662  0.0500  0.100
  472  4.825  -27.28  0.84899  0.0500  0.100
  473  4.825  -27.18  0.81299  0.0500  0.100
  474  4.825  -27.08  0.65430  0.0500  0.100
  475  4.825  -26.98  0.52265  0.0500  0.100
  476  4.825  -26.88  0.61681  0.0500  0.100
  477  4.825  -26.78  0.48524  0.0500  0.100
  478  4.825  -26.68  0.45554  0.0500  0.100
  479  4.825  -26.58  0.40159  0.0500  0.100
  480  4.825  -26.48  0.16133  0.0500  0.100
  481  4.825  -26.38  0.01930  0.0500  0.100
  482  4.825  -26.28  0.00250  0.0500  0.100
  483  4.825  -26.18  0.00000  0.0500  0.100
  484  4.825  -26.08  0.00000  0.0500  0.100
  485  4.825  -25.98  0.00000  0.0500  0.100
  486  4.825  -25.88  0.00000  0.0500  0.100
  487  4.825  -25.78  0.00000  0.0500  0.100
  488  4.825  -25.68  0.00000  0.0500  0.100
  489  4.825  -25.58  0.00000  0.0500  0.100
  490  4.825  -25.48  0.00000  0.0500  0.100
  491  4.825  -25.38  0.00000  0.0500  0.100
  492  4.825  -25.28  0.00000  0.0500  0.100
  493  4.825  -25.18  0.00000  0.0500  0.100
  494  4.825  -25.08  0.00000  0.0500  0.100
  495  4.825  -24.98  0.00000  0.0500  0.100
  496  4.875  -29.38  0.88453  0.0500  0.100
  497  4.875  -29.28  0.94072  0.0500  0.100
  498  4.875  -29.18  0.90216  0.0500  0.100
  499  4.875  -29.08  0.93650  0.0500  0.100
  500  4.875  -28.98  0.89896  0.0500  0.100
  501  4.875  -28.88  0.91778  0.0500  0.100
  502  4.875  -28.78  0.89293  0.0500  0.100
  503  4.875  -28.68  0.94164  0.0500  0.100
  504  4.875  -28.58  0.87724  0.0500  0.100
  505  4.875  -28.48  0.91025  0.0500  0.100
  506  4.875  -28.38  0.89556  0.0500  0.100
  507  4.875  -28.28  0.85652  0.0500  0.100
