# Stripe 82 selection function from McGreer et al. (2013)
# corrected for cosmology in M1450
# corrected for photometric and spectroscopic incompleteness
# Tile dz and dmag set using tiling.py with z_tolerance = 0.0100 and mag_tolerance = 0.0010; see unique values at end of file.
# Tile sizes are non-uniform only a low redshift due to host-galaxy correction.
# counter   z   M1450   p   dz   dmag 
  308  4.775  -24.28  0.66057  0.0500  0.100
  309  4.775  -24.18  0.57194  0.0500  0.100
  310  4.775  -24.08  0.50143  0.0500  0.100
  311  4.775  -23.98  0.35134  0.0500  0.100
  312  4.775  -23.88  0.20670  0.0500  0.100
  313  4.775  -23.78  0.06875  0.0500  0.100
  314  4.775  -23.68  0.00924  0.0500  0.100
  315  4.775  -23.58  0.00093  0.0500  0.100
  316  4.775  -23.48  0.00000  0.0500  0.100
  317  4.775  -23.38  0.00000  0.0500  0.100
  318  4.775  -23.28  0.00000  0.0500  0.100
  319  4.825  -28.48  0.83125  0.0500  0.100
  320  4.825  -28.38  0.78375  0.0500  0.100
  321  4.825  -28.28  0.76475  0.0500  0.100
  322  4.825  -28.18  0.84075  0.0500  0.100
  323  4.825  -28.08  0.82650  0.0500  0.100
  324  4.825  -27.98  0.85500  0.0500  0.100
  325  4.825  -27.88  0.80275  0.0500  0.100
  326  4.825  -27.78  0.82175  0.0500  0.100
  327  4.825  -27.68  0.85025  0.0500  0.100
  328  4.825  -27.58  0.81700  0.0500  0.100
  329  4.825  -27.48  0.84075  0.0500  0.100
  330  4.825  -27.38  0.85975  0.0500  0.100
  331  4.825  -27.28  0.86925  0.0500  0.100
  332  4.825  -27.18  0.87400  0.0500  0.100
  333  4.825  -27.08  0.88825  0.0500  0.100
  334  4.825  -26.98  0.87400  0.0500  0.100
  335  4.825  -26.88  0.83600  0.0500  0.100
  336  4.825  -26.78  0.89300  0.0500  0.100
  337  4.825  -26.68  0.92150  0.0500  0.100
  338  4.825  -26.58  0.90725  0.0500  0.100
  339  4.825  -26.48  0.88350  0.0500  0.100
  340  4.825  -26.38  0.90250  0.0500  0.100
  341  4.825  -26.28  0.89300  0.0500  0.100
  342  4.825  -26.18  0.87875  0.0500  0.100
  343  4.825  -26.08  0.89775  0.0500  0.100
  344  4.825  -25.98  0.88825  0.0500  0.100
  345  4.825  -25.88  0.87091  0.0500  0.100
  346  4.825  -25.78  0.84953  0.0500  0.100
  347  4.825  -25.68  0.82216  0.0500  0.100
  348  4.825  -25.58  0.81952  0.0500  0.100
  349  4.825  -25.48  0.80006  0.0500  0.100
  350  4.825  -25.38  0.78533  0.0500  0.100
  351  4.825  -25.28  0.79570  0.0500  0.100
  352  4.825  -25.18  0.78597  0.0500  0.100
  353  4.825  -25.08  0.79637  0.0500  0.100
  354  4.825  -24.98  0.81358  0.0500  0.100
  355  4.825  -24.88  0.81036  0.0500  0.100
  356  4.825  -24.78  0.81703  0.0500  0.100
  357  4.825  -24.68  0.80402  0.0500  0.100
  358  4.825  -24.58  0.80453  0.0500  0.100
  359  4.825  -24.48  0.78362  0.0500  0.100
  360  4.825  -24.38  0.73095  0.0500  0.100
  361  4.825  -24.28  0.65713  0.0500  0.100
  362  4.825  -24.18  0.54773  0.0500  0.100
  363  4.825  -24.08  0.46524  0.0500  0.100
  364  4.825  -23.98  0.28021  0.0500  0.100
  365  4.825  -23.88  0.13427  0.0500  0.100
  366  4.825  -23.78  0.02005  0.0500  0.100
  367  4.825  -23.68  0.00346  0.0500  0.100
  368  4.825  -23.58  0.00000  0.0500  0.100
  369  4.825  -23.48  0.00000  0.0500  0.100
  370  4.825  -23.38  0.00000  0.0500  0.100
  371  4.825  -23.28  0.00000  0.0500  0.100
  372  4.875  -28.48  0.66500  0.0500  0.100
  373  4.875  -28.38  0.62700  0.0500  0.100
  374  4.875  -28.28  0.63650  0.0500  0.100
  375  4.875  -28.18  0.69350  0.0500  0.100
