# SDSS selection function for color-selected z<2.4 QSOs (Richards et al. 2006)
# selection function corrected for photometric incompleteness (5%) and patched (NaN values set to zero,
# imag=19.1 tile patched with imag=19.0 tile to avoid zero selection probability at magnitude limit)
# selection functions for radio-selected targets and extended targets virtually identical
# M1450 computed with imag corrected for host galaxy light (Croom et al. 2009, MNRAS, 392, 19) and Beta's SED
# Croom et al.: host galaxy contribution significant and model-dependent at z<0.4 -> take z<0.4 data with caution
# Tile dz and dmag set using tiling.py with z_tolerance = 0.0100 and mag_tolerance = 0.0010; see unique values at end of file.
# Tile sizes are non-uniform only at low redshift due to host-galaxy correction.
# counter  z    M1450  p   dz   dmag  
  459  0.450  -22.22  0.95000  0.0500  0.120
  460  0.450  -22.12  0.95000  0.0500  0.100
  461  0.450  -22.02  0.95000  0.0500  0.125
  462  0.450  -21.87  0.95000  0.0500  0.125
  463  0.450  -21.77  0.95000  0.0500  0.115
  464  0.450  -21.64  0.95000  0.0500  0.115
  465  0.450  -21.54  0.95000  0.0500  0.100
  466  0.450  -21.44  0.95000  0.0500  0.140
  467  0.450  -21.26  0.00000  0.0500  0.140
  468  0.450  -21.16  0.00000  0.0500  0.130
  469  0.450  -21.00  0.00000  0.0500  0.130
  470  0.450  -20.90  0.00000  0.0500  0.100
  471  0.450  -20.80  0.00000  0.0500  0.150
  472  0.450  -20.60  0.00000  0.0500  0.150
  473  0.450  -20.50  0.00000  0.0500  0.140
  474  0.450  -20.32  0.00000  0.0500  0.140
  475  0.450  -20.22  0.00000  0.0500  0.100
  476  0.450  -20.12  0.00000  0.0500  0.150
  477  0.450  -19.92  0.00000  0.0500  0.200
  478  0.500  -26.09  0.95000  0.0500  0.100
  479  0.500  -25.99  0.95000  0.0500  0.100
  480  0.500  -25.89  0.95000  0.0500  0.100
  481  0.500  -25.79  0.95000  0.0500  0.100
  482  0.500  -25.69  0.95000  0.0500  0.100
  483  0.500  -25.59  0.95000  0.0500  0.100
  484  0.500  -25.49  0.95000  0.0500  0.100
  485  0.500  -25.39  0.95000  0.0500  0.100
  486  0.500  -25.29  0.95000  0.0500  0.100
