# 2SLAQ sample in NGP region (Croom et al. 2009, MNRAS, 392, 19; Croom et al. 2009, MNRAS, 399, 1755)
# 8153 QSOs, 0.4<z<2.6, gmag_dered<21.85, 127.7deg2, range 2.2<z<2.6 likely superseded by BOSS
# sample includes QSOs previously observed by SDSS and 2QZ, minor double-counting with z<2.2 SDSS sample
# M1450 computed with gmag corrected for host galaxy light (Croom et al. 2009, MNRAS, 392, 19) and Beta's SED
# Croom et al.: host galaxy contribution significant and model-dependent at z<0.4 so only z>0.4 QSOs considered
# selection function corrected for coverage completeness (not all targets observed, different for NGP and SGP regions, Fig 4 in catalog paper)
# selection function corrected for spectroscopic completeness (redshift success, Fig 6b in catalog paper, only quality=1 redshifts considered)
# counter  z     M1450  p       area    sample
      396  0.643 -20.33 0.28174  127.70 2
      397  0.644 -20.45 0.28174  127.70 2
      398  0.645 -21.98 0.69595  127.70 2
      399  0.645 -20.28 0.28174  127.70 2
      400  0.645 -21.17 0.59352  127.70 2
      401  0.646 -20.57 0.32160  127.70 2
      402  0.646 -20.76 0.50337  127.70 2
      403  0.646 -22.49 0.74051  127.70 2
      404  0.646 -20.23 0.28174  127.70 2
      405  0.647 -20.85 0.50337  127.70 2
      406  0.647 -20.88 0.50337  127.70 2
      407  0.649 -23.11 0.85558  127.70 2
      408  0.651 -21.23 0.59352  127.70 2
      409  0.651 -21.38 0.63270  127.70 2
      410  0.652 -21.59 0.59891  127.70 2
      411  0.652 -20.80 0.50337  127.70 2
      412  0.652 -23.74 0.89437  127.70 2
      413  0.653 -23.26 0.85558  127.70 2
      414  0.653 -23.86 0.91157  127.70 2
      415  0.654 -20.85 0.50337  127.70 2
      416  0.654 -20.59 0.32160  127.70 2
      417  0.655 -22.32 0.74051  127.70 2
      418  0.655 -21.42 0.63270  127.70 2
      419  0.655 -22.81 0.85496  127.70 2
      420  0.655 -21.19 0.59352  127.70 2
      421  0.656 -21.90 0.69595  127.70 2
      422  0.658 -21.30 0.63270  127.70 2
      423  0.658 -21.96 0.69595  127.70 2
      424  0.658 -21.24 0.59352  127.70 2
      425  0.659 -22.06 0.70950  127.70 2
